Seniority,Purchase_Propensity,CompanySize,Contactable,Action
4,3,1017,4,0.5
6,7,1362,0,0
1,5,734,5,0
5,3,687,1,0
8,3,7,2,0
0,8,477,7,0
6,0,660,9,1
1,9,943,6,0.5
5,9,897,8,1
7,2,765,6,0.5
7,2,635,0,0
9,3,4,0,0
9,7,1391,9,1
0,5,1374,1,0
6,5,1458,5,0.5
6,9,555,4,0.5
3,2,1171,1,0
3,3,1165,1,0
6,0,1342,2,0
4,1,1044,1,0
2,7,690,1,0
6,1,820,2,0
4,9,556,7,1
4,0,249,9,1
7,7,1113,7,1
2,0,210,1,0
3,2,1318,2,0
3,9,637,9,1
8,5,926,2,0
1,8,21,6,0
7,2,35,9,1
5,1,700,9,1
5,2,820,8,1
0,2,837,3,0
4,1,1178,0,0
2,1,752,7,0
0,8,260,7,0
0,7,1053,7,1
1,4,88,9,0
6,4,1276,7,1
4,6,718,8,1
8,7,1072,1,0
7,2,1052,0,0
9,7,694,2,0
4,9,503,6,0.5
8,2,1409,2,0
4,7,1062,7,1
4,4,44,1,0
5,7,1206,6,0.5
9,6,1187,7,1
6,9,337,3,0
7,6,1341,9,1
7,9,755,2,0
0,9,843,5,0.5
3,7,1292,9,1
7,1,546,5,0.5
3,3,1377,0,0
6,4,350,3,0
4,9,374,5,0.5
8,7,1260,2,0
9,3,757,2,0
6,8,757,5,0.5
6,4,1383,8,1
4,0,1148,0,0
4,6,435,0,0
6,9,1087,2,0
6,9,939,6,0.5
3,1,213,1,0
5,8,195,4,0.5
2,2,564,6,0
5,5,756,5,0.5
5,3,461,1,0
5,0,104,5,0
9,1,295,8,1
9,4,1479,4,0.5
5,3,1308,1,0
6,3,48,5,0
9,4,586,1,0
4,3,922,0,0
6,7,1321,1,0
1,9,1066,7,1
6,9,1148,5,0.5
6,3,446,8,1
8,3,386,9,1
7,9,743,7,1
9,4,424,3,0
9,9,1355,8,1
3,4,544,1,0
5,6,1358,7,1
6,4,1478,0,0
7,4,106,8,1
5,4,304,6,0
0,7,1233,1,0
1,0,1176,4,0
4,4,36,4,0
7,9,601,9,1
4,4,1129,1,0
0,2,801,1,0
0,7,300,6,0
4,2,712,2,0
7,8,215,3,0
7,0,934,3,0
5,9,986,5,0.5
9,0,217,3,0
4,2,1181,6,0.5
3,6,1002,8,0
7,6,805,8,1
2,9,685,5,0.5
0,6,1180,6,0
7,1,748,5,0.5
3,3,942,5,0
0,2,7,9,0
1,2,538,8,0
8,9,1045,8,1
3,6,1339,3,0
1,0,101,7,0
9,0,230,4,0.5
5,1,873,8,1
8,1,448,6,0.5
4,7,313,7,1
8,0,405,2,0
2,4,656,9,0
4,0,524,2,0
1,1,519,5,0
8,4,421,4,0.5
0,9,1082,2,0
5,4,360,8,1
3,9,1394,8,1
0,2,1488,2,0
8,1,769,4,0.5
0,5,1427,1,0
6,9,1447,2,0
6,8,372,3,0
3,4,1058,1,0
0,7,154,3,0
7,4,510,1,0
5,6,691,9,1
7,3,718,0,0
3,0,1385,1,0
4,4,314,1,0
3,1,127,8,0
3,4,167,3,0
4,0,1058,1,0
9,5,371,4,0.5
2,9,481,6,0
6,7,1432,5,0.5
8,9,1021,9,1
7,4,622,9,1
4,0,849,7,1
9,9,906,1,0
1,5,928,9,0
0,6,1068,3,0
2,7,1100,8,1
1,3,1485,6,0
7,3,748,4,0.5
5,5,1459,0,0
2,1,924,7,0
1,0,880,6,0
2,4,176,0,0
9,4,935,1,0
0,2,725,4,0
0,1,518,1,0
4,9,815,3,0
0,5,1123,1,0
6,3,249,7,1
1,3,628,1,0
8,5,103,8,1
2,2,871,2,0
4,5,1106,0,0
1,8,969,0,0
7,1,604,2,0
6,7,1251,2,0
9,2,439,2,0
2,7,705,5,0.5
6,5,720,9,1
5,4,720,9,1
3,1,1099,8,0
9,8,148,9,1
6,8,1467,2,0
7,3,255,7,1
2,1,624,6,0
5,4,787,7,1
1,3,1135,9,0
4,8,1210,6,0.5
9,8,728,4,0.5
8,1,1444,3,0
5,0,787,7,1
4,5,1256,8,1
4,3,1158,7,1
2,8,1060,4,0.5
2,7,990,9,1
9,0,1180,8,1
5,9,46,4,0.5
2,3,1000,9,0
9,8,682,7,1
1,5,509,9,0
0,1,1342,9,0
1,5,1174,0,0
3,2,459,0,0
2,1,264,2,0
3,8,114,1,0
9,8,1262,2,0
9,8,396,0,0
9,2,1187,3,0
1,3,931,3,0
9,2,1440,1,0
3,1,798,0,0
9,5,696,6,0.5
4,0,80,7,1
7,3,1059,7,1
6,1,1125,7,1
6,4,652,9,1
3,4,1092,0,0
6,4,334,8,1
7,1,1048,2,0
8,6,1203,7,1
3,5,889,2,0
9,4,1141,5,0.5
6,7,1075,1,0
1,4,564,3,0
7,1,26,3,0
6,8,616,2,0
2,5,576,5,0
8,3,571,9,1
3,1,145,5,0
5,7,1325,0,0
6,8,309,5,0.5
8,3,847,9,1
2,0,1104,1,0
9,9,1421,7,1
1,9,471,7,0
3,9,527,2,0
1,5,702,5,0
1,7,1314,8,1
4,1,715,2,0
5,4,337,9,1
5,3,757,7,1
9,2,1343,6,0.5
6,4,897,8,1
2,9,1189,0,0
7,9,502,2,0
1,0,85,0,0
7,5,866,7,1
8,9,685,7,1
3,5,791,2,0
2,4,698,7,0
2,2,1472,7,0
3,2,1441,3,0
3,5,615,2,0
6,2,1447,5,0.5
3,5,1202,0,0
2,1,0,6,0
1,8,964,4,0.5
3,2,835,3,0
7,4,912,4,0.5
8,7,771,7,1
2,3,559,0,0
8,3,1229,2,0
7,4,452,0,0
7,6,246,6,0.5
6,1,1291,0,0
0,7,465,9,0
7,0,1037,4,0.5
5,8,706,3,0
6,1,1153,7,1
0,6,938,3,0
5,0,38,9,1
8,6,293,5,0.5
1,6,682,7,0
9,7,444,6,0.5
6,8,419,3,0
3,9,712,5,0.5
5,9,634,3,0
9,2,94,2,0
0,3,1159,2,0
7,6,1027,2,0
2,5,189,3,0
0,5,310,2,0
7,4,591,2,0
7,0,1333,1,0
1,4,1333,5,0
3,7,1074,2,0
9,9,1487,4,0.5
7,4,1217,4,0.5
7,7,1232,8,1
5,5,1080,9,1
5,9,1176,4,0.5
9,6,604,1,0
6,1,909,2,0
8,1,431,7,1
9,6,356,5,0.5
1,6,811,3,0
8,0,195,2,0
4,6,46,3,0
6,2,506,0,0
3,3,257,2,0
0,5,735,1,0
4,8,383,6,0.5
2,9,132,8,0
4,6,750,9,1
1,4,728,7,0
2,6,172,2,0
0,0,347,2,0
4,9,1079,4,0.5
6,8,136,6,0.5
5,3,181,5,0
7,0,1463,2,0
2,3,436,9,0
5,5,988,5,0.5
5,8,949,4,0.5
5,5,1389,7,1
0,8,1375,6,0.5
1,0,535,4,0
5,8,278,6,0.5
6,0,81,2,0
0,8,107,0,0
1,9,884,7,1
5,7,612,5,0.5
9,0,1034,9,1
8,5,1230,7,1
1,6,521,4,0
2,8,828,2,0
0,1,903,7,0
6,1,187,1,0
6,7,1442,7,1
7,2,1304,2,0
7,3,513,9,1
4,5,362,0,0
2,9,1044,3,0
3,4,2,2,0
1,6,1454,3,0
4,6,1110,9,1
9,8,253,6,0.5
8,5,1334,9,1
8,2,1182,6,0.5
1,9,212,9,0
2,1,348,3,0
7,5,281,1,0
3,6,760,8,0
0,1,1390,6,0
6,8,137,9,1
4,7,1413,5,0.5
0,9,898,7,1
8,0,614,5,0.5
0,8,998,1,0
9,9,553,4,0.5
9,6,1426,8,1
0,7,680,5,0.5
2,6,741,5,0
7,4,611,1,0
3,8,66,6,0
4,3,475,2,0
0,5,719,9,0
3,5,1489,8,0
4,9,429,0,0
0,1,239,0,0
0,0,583,4,0
9,0,1124,2,0
7,5,1151,3,0
2,2,732,6,0
2,9,1350,9,1
8,1,1121,1,0
0,1,1370,2,0
8,3,715,3,0
4,4,878,8,1
7,7,593,8,1
9,3,538,2,0
4,0,834,6,0.5
2,9,826,4,0.5
7,7,1419,8,1
5,0,501,9,1
4,2,1345,1,0
9,2,814,8,1
7,3,471,0,0
4,4,1364,7,1
2,1,1265,3,0
5,2,558,5,0.5
2,5,1437,8,0
1,9,704,9,1
8,8,1018,5,0.5
9,4,1140,2,0
1,8,577,1,0
5,1,628,1,0
5,7,1039,8,1
8,4,1262,1,0
1,3,838,4,0
7,4,623,9,1
2,4,1355,2,0
7,3,342,9,1
1,6,235,9,0
7,7,239,5,0.5
5,7,1185,2,0
6,9,1271,8,1
9,2,791,8,1
8,5,891,1,0
3,3,108,3,0
4,0,299,0,0
9,5,1476,9,1
3,2,987,8,0
5,9,835,7,1
6,6,1190,4,0.5
6,8,961,8,1
1,0,957,5,0
4,2,228,6,0
3,0,850,8,0
1,7,250,4,0
9,0,790,5,0.5
1,1,577,1,0
8,1,1322,7,1
1,4,553,9,0
4,2,257,8,1
6,9,1260,3,0
8,9,185,0,0
9,1,1364,3,0
3,2,948,8,0
1,0,1074,5,0
9,0,637,7,1
3,9,326,7,0
4,8,947,9,1
1,3,76,9,0
9,3,1317,0,0
5,1,1271,1,0
7,6,667,7,1
1,7,1201,3,0
8,5,707,1,0
6,2,605,3,0
7,8,1143,2,0
0,9,301,7,0
0,0,1376,7,0
4,2,154,3,0
5,8,590,0,0
1,6,1013,5,0
7,9,1276,4,0.5
0,6,428,7,0
3,4,622,3,0
3,1,1377,2,0
3,4,480,9,0
8,8,485,2,0
9,2,257,7,1
7,2,1430,7,1
5,8,970,6,0.5
1,8,323,3,0
4,1,893,8,1
8,0,1312,0,0
6,0,995,6,0.5
6,9,153,7,1
6,3,311,3,0
1,5,356,9,0
4,8,1370,0,0
7,3,895,9,1
9,0,1020,7,1
5,8,723,1,0
8,9,169,6,0.5
1,4,191,0,0
0,3,520,8,0
1,6,553,1,0
0,3,252,6,0
1,8,807,0,0
6,5,516,0,0
1,6,1391,2,0
0,6,451,2,0
1,5,729,8,0
0,3,467,8,0
8,0,610,1,0
5,2,945,5,0.5
3,8,1356,9,1
3,1,1000,8,0
2,2,881,8,0
3,5,1472,3,0
8,7,1127,4,0.5
8,6,82,3,0
9,2,375,3,0
4,3,288,5,0
4,6,1253,2,0
4,0,17,7,1
0,6,747,7,0
1,2,1225,0,0
8,3,956,0,0
4,8,451,3,0
6,5,131,5,0
6,6,1270,0,0
3,8,985,6,0.5
2,5,659,3,0
1,0,1127,0,0
8,2,499,0,0
0,3,153,1,0
0,8,1249,2,0
5,7,324,9,1
4,3,418,5,0
3,2,96,4,0
5,9,1238,9,1
4,9,1029,8,1
9,4,704,4,0.5
1,7,698,7,1
8,5,390,6,0.5
1,2,686,8,0
8,6,931,5,0.5
5,7,374,2,0
1,0,1074,5,0
4,4,923,9,1
5,1,646,1,0
5,1,390,0,0
8,0,178,0,0
7,4,774,7,1
3,9,578,2,0
2,5,313,2,0
8,7,1412,1,0
5,4,1033,1,0
1,4,1097,6,0
2,2,670,0,0
6,3,1120,7,1
6,4,774,1,0
1,1,430,1,0
0,9,935,6,0.5
9,4,1415,4,0.5
8,2,1161,8,1
9,7,719,6,0.5
2,5,760,3,0
2,7,1030,0,0
5,1,20,9,1
5,5,1257,1,0
9,6,319,6,0.5
1,7,395,9,0
4,3,1028,6,0.5
7,1,330,5,0.5
6,2,1171,2,0
9,4,430,9,1
9,3,1464,8,1
7,6,603,0,0
3,9,573,4,0.5
5,8,1433,7,1
4,1,273,6,0
6,9,608,5,0.5
5,8,645,9,1
9,3,800,5,0.5
2,5,224,0,0
2,5,1163,4,0
5,6,33,2,0
9,0,1055,8,1
3,5,613,5,0
9,1,913,6,0.5
2,8,92,8,0
7,3,1037,2,0
8,9,663,1,0
5,8,641,2,0
4,1,1279,3,0
8,7,516,6,0.5
4,1,1378,8,1
2,1,524,5,0
5,0,1449,4,0.5
3,2,1442,2,0
2,1,1438,2,0
5,4,376,8,1
9,8,1399,3,0
9,4,1466,9,1
5,2,706,1,0
7,4,1026,9,1
2,0,911,4,0
0,6,861,5,0
8,3,136,7,1
3,3,98,9,0
4,4,155,2,0
3,0,1178,4,0
5,5,1233,0,0
1,2,106,7,0
7,1,1451,2,0
9,4,641,7,1
6,8,1401,9,1
5,4,333,3,0
6,0,634,5,0.5
2,7,346,1,0
9,8,562,9,1
8,0,1190,7,1
3,6,1489,9,0
3,9,1365,9,1
7,4,1427,9,1
2,7,746,1,0
0,1,108,2,0
5,6,1301,5,0.5
7,2,909,3,0
2,0,1500,6,0
8,4,1419,2,0
9,1,893,8,1
6,3,996,2,0
8,8,583,4,0.5
7,9,819,4,0.5
2,6,798,8,0
7,5,892,4,0.5
6,6,658,5,0.5
0,5,489,6,0
6,9,668,1,0
6,2,1052,8,1
7,3,100,2,0
5,4,1076,4,0.5
3,3,616,7,0
9,1,588,6,0.5
9,3,789,9,1
1,3,299,7,0
3,4,1118,3,0
7,2,923,3,0
0,2,1188,6,0
1,3,97,4,0
6,4,131,0,0
2,6,1004,0,0
7,7,255,6,0.5
7,6,1471,4,0.5
6,3,529,4,0
9,5,264,8,1
3,8,447,8,0
8,3,1135,0,0
7,5,724,8,1
6,4,678,1,0
7,1,537,2,0
6,5,506,2,0
4,4,1234,3,0
9,9,1139,1,0
4,9,115,0,0
0,0,776,2,0
3,1,878,0,0
7,2,1337,9,1
5,2,1462,6,0.5
2,1,587,9,0
8,0,148,4,0.5
0,5,508,8,0
1,3,743,4,0
8,7,1187,5,0.5
8,2,553,8,1
7,0,175,6,0.5
3,8,1129,5,0.5
7,2,982,5,0.5
1,7,461,5,0
7,9,706,7,1
0,0,353,1,0
0,3,677,3,0
2,0,280,4,0
0,6,1378,7,0
0,5,1101,5,0
0,6,764,9,0
1,2,902,9,0
2,2,1234,5,0
1,6,298,2,0
7,9,1394,4,0.5
6,2,853,4,0.5
6,3,499,6,0
6,5,940,6,0.5
0,3,1075,0,0
6,8,463,0,0
7,2,732,6,0.5
2,8,1008,2,0
4,5,1092,0,0
4,6,879,8,1
2,6,409,8,0
4,2,1398,0,0
1,9,633,6,0.5
0,7,1125,1,0
3,3,216,5,0
1,6,1181,9,0
6,3,1425,4,0.5
7,5,210,9,1
1,2,1417,3,0
5,6,1313,5,0.5
7,1,577,8,1
8,2,1113,3,0
1,0,315,3,0
9,7,1362,2,0
1,1,423,6,0
1,9,667,1,0
3,9,825,4,0.5
7,2,723,0,0
0,0,609,6,0
3,4,483,0,0
4,3,187,3,0
1,9,426,3,0
9,5,1024,0,0
7,7,712,4,0.5
0,2,743,7,0
5,0,1291,5,0.5
8,1,947,3,0
3,5,838,0,0
8,2,1338,1,0
0,0,768,5,0
2,9,678,1,0
4,8,1099,4,0.5
8,2,43,6,0.5
4,9,1178,8,1
7,9,1161,7,1
5,0,938,6,0.5
3,6,855,4,0
3,3,960,6,0
2,1,935,6,0
5,5,303,3,0
3,1,476,1,0
0,0,537,8,0
3,7,105,2,0
9,4,1048,2,0
0,6,1478,9,0
4,1,1092,5,0.5
1,5,609,0,0
0,4,636,4,0
1,9,825,2,0
0,0,1113,6,0
1,5,817,5,0
0,6,197,3,0
6,8,668,1,0
3,1,1039,0,0
0,0,430,4,0
0,0,1094,6,0
7,9,766,8,1
7,0,550,2,0
8,9,172,5,0.5
5,2,31,6,0
8,6,359,6,0.5
4,4,650,0,0
8,8,117,7,1
4,7,1234,4,0.5
1,4,1358,7,0
3,6,1300,1,0
2,0,1157,8,0
3,9,526,6,0
7,6,773,0,0
4,2,1321,8,1
7,7,1075,3,0
5,8,1037,9,1
2,4,264,7,0
2,9,69,3,0
4,4,1085,0,0
0,7,595,5,0.5
4,5,905,1,0
5,9,1050,4,0.5
3,9,770,5,0.5
3,0,994,7,0
0,4,931,6,0
6,1,897,8,1
7,3,263,0,0
4,8,832,8,1
3,6,462,7,0
8,7,407,0,0
3,0,586,5,0
7,8,1069,5,0.5
9,3,404,1,0
1,3,1232,5,0
5,5,1301,1,0
1,9,49,6,0
1,4,995,2,0
6,4,995,8,1
5,0,164,7,1
4,0,1244,1,0
8,4,1016,9,1
5,6,214,2,0
5,2,1247,9,1
9,5,295,8,1
3,8,92,5,0
0,0,665,0,0
5,6,160,5,0
3,9,1303,0,0
4,6,483,1,0
5,8,654,1,0
1,6,486,4,0
4,7,1332,4,0.5
5,4,1041,7,1
1,8,750,8,1
9,2,824,1,0
3,8,840,4,0.5
2,7,432,7,0
2,2,441,3,0
6,6,1304,3,0
5,3,585,1,0
5,8,486,3,0
6,3,1301,4,0.5
9,6,555,7,1
0,2,730,7,0
3,2,956,9,0
6,6,1176,6,0.5
8,0,609,1,0
6,9,364,4,0.5
1,9,1061,3,0
1,7,824,1,0
0,5,567,3,0
6,6,758,5,0.5
0,8,1275,6,0.5
1,6,1178,4,0
1,3,662,0,0
7,3,1332,0,0
4,1,392,4,0
0,1,1168,5,0
0,2,630,1,0
4,2,916,5,0.5
0,9,756,8,1
0,8,80,5,0
5,7,486,5,0.5
7,2,1269,1,0
7,7,538,4,0.5
7,5,509,0,0
6,5,957,2,0
9,4,856,7,1
3,2,146,6,0
7,3,528,6,0.5
7,2,1025,5,0.5
2,8,32,6,0
3,2,138,6,0
3,3,1471,6,0
6,2,283,4,0
6,5,623,4,0.5
0,0,795,5,0
9,0,436,4,0.5
7,4,993,3,0
9,2,342,2,0
3,2,1260,5,0
6,5,268,7,1
8,2,28,2,0
3,1,1013,5,0
4,6,692,2,0
4,1,491,7,1
8,1,940,1,0
4,6,178,0,0
7,2,945,4,0.5
2,6,415,6,0
7,4,1361,6,0.5
6,9,322,4,0.5
7,8,1282,3,0
1,9,1009,6,0.5
3,4,114,9,0
3,6,185,0,0
1,7,516,9,0
8,6,238,8,1
3,2,5,0,0
5,3,376,6,0
8,1,1442,8,1
0,3,1199,3,0
4,4,708,1,0
6,4,915,2,0
7,4,412,0,0
3,7,1280,1,0
9,8,638,5,0.5
5,4,193,7,1
4,5,117,1,0
2,9,163,1,0
8,8,856,6,0.5
8,8,794,2,0
6,3,590,7,1
8,3,803,0,0
5,2,999,7,1
8,2,1067,5,0.5
1,9,874,3,0
1,1,130,7,0
4,1,1497,2,0
7,7,271,9,1
9,5,1387,5,0.5
1,1,481,7,0
2,6,680,4,0
1,4,1398,1,0
9,5,633,5,0.5
2,9,291,8,0
3,9,365,5,0
1,7,145,4,0
9,4,104,9,1
9,9,317,8,1
6,3,836,4,0.5
4,2,562,7,1
5,5,211,9,1
0,5,167,2,0
9,2,560,4,0.5
9,0,821,5,0.5
6,5,217,1,0
9,5,1025,5,0.5
3,8,236,6,0
6,8,570,8,1
8,4,1479,5,0.5
2,8,106,5,0
5,8,491,6,0.5
5,4,1030,4,0.5
7,0,1138,4,0.5
4,5,479,2,0
5,1,800,5,0.5
5,9,399,9,1
6,5,145,3,0
6,2,935,9,1
4,5,1078,8,1
0,9,1326,9,1
5,9,357,8,1
1,1,677,8,0
1,5,569,1,0
8,6,1057,1,0
9,6,700,4,0.5
4,1,1236,0,0
5,5,595,8,1
7,9,731,2,0
5,8,1200,0,0
0,7,485,9,0
0,0,795,8,0
8,2,1169,6,0.5
9,3,613,6,0.5
4,2,241,7,1
9,0,283,7,1
5,2,1034,6,0.5
9,8,1222,1,0
0,5,292,4,0
4,7,1255,0,0
7,9,1483,9,1
0,0,1253,2,0
6,8,1234,6,0.5
3,0,762,0,0
5,9,1398,6,0.5
1,6,1100,0,0
4,1,1014,0,0
9,7,1417,0,0
1,4,793,8,0
0,0,1057,5,0
7,9,885,3,0
3,2,1371,7,0
1,8,344,3,0
7,7,66,0,0
7,1,1441,6,0.5
7,7,949,6,0.5
7,4,636,8,1
2,6,332,9,0
3,7,407,3,0
9,9,950,2,0
1,1,1478,6,0
8,3,516,5,0.5
3,0,64,1,0
3,2,675,7,0
6,8,1320,9,1
0,5,392,9,0
6,7,147,5,0.5
8,6,816,4,0.5
2,8,107,2,0
4,3,555,8,1
1,2,1170,6,0
1,6,1091,6,0
2,7,467,3,0
8,3,162,3,0
6,1,1174,9,1
5,9,754,8,1
4,9,229,1,0
0,5,1190,6,0
2,1,931,5,0
8,3,389,2,0
0,1,214,1,0
6,8,448,3,0
6,0,1405,2,0
4,0,809,6,0.5
3,6,1489,3,0
8,6,538,3,0
3,0,970,1,0
6,2,170,8,1
4,7,215,6,0.5
9,2,1375,3,0
7,5,1001,5,0.5
5,3,542,2,0
7,6,1169,9,1
3,7,1061,4,0.5
6,8,74,7,1
3,5,1077,4,0
0,0,1093,4,0
5,0,1198,3,0
7,5,160,6,0.5
9,0,1258,3,0
1,3,957,7,0
7,3,1022,9,1
6,6,884,2,0
0,9,131,1,0
2,3,1057,8,0
6,7,373,6,0.5
2,6,285,4,0
4,6,1146,0,0
1,2,571,5,0
6,0,146,6,0
7,5,669,2,0
4,1,700,4,0.5
0,1,578,7,0
5,9,1098,9,1
2,6,1398,0,0
7,0,1062,7,1
1,7,391,1,0
2,4,638,8,0
3,8,351,5,0
8,0,206,5,0.5
3,2,1448,9,0
9,4,1343,3,0
3,5,1263,6,0
1,7,656,7,1
6,6,542,5,0
7,7,187,0,0
6,5,1180,5,0.5
8,0,1011,8,1
4,8,25,2,0
2,4,924,5,0
4,1,1450,0,0
8,0,125,0,0
6,3,1054,8,1
2,1,178,6,0
9,8,881,5,0.5
0,7,787,1,0
5,1,614,2,0
3,9,1070,7,1
4,1,829,9,1
0,7,1264,1,0
5,5,1471,1,0
9,9,82,1,0
6,2,1081,9,1
9,0,1424,3,0
5,5,415,3,0
