Seniority,Purchase_Propensity,CompanySize,Contactable,Action
0.111111111,0,0.304666667,0.111111111,0
0.888888889,0.555555556,0.764,0.222222222,0
1,0.888888889,0.784666667,0.222222222,0
1,0.555555556,0.689333333,0.555555556,0.5
0.666666667,0.444444444,0.673333333,0.222222222,0
0,0.333333333,0.64,0.333333333,0
0.666666667,0.111111111,0.848666667,0.444444444,0.5
0.222222222,0.111111111,0.115333333,1,0
0.111111111,0.111111111,0.362,0.111111111,0
0.666666667,0,0.390666667,0.111111111,0
0.444444444,0.888888889,0.804666667,0.222222222,0
0.666666667,0.777777778,0.902,0.777777778,1
0,0.444444444,0.998,0.555555556,0
0.444444444,0,0.888666667,0.111111111,0
0.333333333,0.666666667,0.484666667,0.222222222,0
0.111111111,0.555555556,0.443333333,0.555555556,0
0.666666667,0.555555556,0.628,0.666666667,0.5
0,0.666666667,0.253333333,0,0
1,0,0.804666667,0.777777778,1
0.111111111,0,0.091333333,1,0
0.888888889,0,0.047333333,0.666666667,0.5
0.666666667,0.666666667,0.174,1,1
0.222222222,0.444444444,0.310666667,0.777777778,0
0.888888889,0.777777778,0.149333333,1,1
0.444444444,0.888888889,0.967333333,0.666666667,0.5
0.888888889,0.666666667,0.849333333,0.555555556,0.5
1,0.888888889,0.465333333,0.888888889,1
0.888888889,0.444444444,0.59,0.888888889,1
0.222222222,0.111111111,0.973333333,0.222222222,0
0.333333333,1,0.665333333,0.555555556,0.5
0.777777778,1,0.560666667,0.111111111,0
0,0,0.125333333,0.888888889,0
0.333333333,0.111111111,0.414,0.444444444,0
0.444444444,0.222222222,0.303333333,0.666666667,0
0.444444444,0.555555556,0.738666667,0.888888889,1
1,0.666666667,0.41,0.666666667,0.5
0.444444444,0.666666667,0.323333333,0.222222222,0
0.333333333,0.555555556,0.742,0.555555556,0
0.888888889,1,0.786666667,0.555555556,0.5
0.888888889,0.888888889,0.096,0.444444444,0.5
0.444444444,0.555555556,0.365333333,0.888888889,1
0.444444444,0.444444444,0.708666667,0.444444444,0.5
0.777777778,0.888888889,0.471333333,0.333333333,0
0.444444444,1,0.299333333,0.222222222,0
0.666666667,0.555555556,0.498,0.222222222,0
1,1,0.863333333,1,1
0.333333333,0.777777778,0.716666667,0.666666667,0.5
0.888888889,0.666666667,0.712666667,0.111111111,0
0.111111111,1,0.426,0,0
0.111111111,0.666666667,0.002666667,0.666666667,0
0.333333333,0.555555556,0.410666667,0.555555556,0
0,0.444444444,0.122666667,0.666666667,0
0.777777778,0.555555556,0.056666667,0.333333333,0
0.333333333,0.222222222,0.606,1,0
0,0.888888889,0.866666667,0.111111111,0
0.333333333,0.333333333,0.496,0.888888889,0
0.111111111,0.222222222,0.156666667,0,0
0.444444444,0.777777778,0.268,0.777777778,1
0.888888889,0.111111111,0.829333333,0.666666667,0.5
1,0.888888889,0.641333333,0.444444444,0.5
0.555555556,0.444444444,0.587333333,1,1
0.888888889,0.333333333,0.65,0.888888889,1
0.333333333,0.555555556,0.892666667,0.333333333,0
0.888888889,0.111111111,0.598666667,0.222222222,0
0.888888889,0.555555556,0.694666667,1,1
0.666666667,0.444444444,0.950666667,0,0
0.666666667,0,0.074,0.555555556,0
1,0.777777778,0.977333333,0.888888889,1
0.444444444,0.333333333,0.114,0.333333333,0
0.888888889,0.444444444,0.416,0.444444444,0.5
0.777777778,0.444444444,0.235333333,0,0
0,0,0.099333333,0.888888889,0
0.555555556,0.666666667,0.763333333,0.555555556,0.5
1,0.222222222,0.016666667,0.111111111,0
0.555555556,0.333333333,0.596,0.888888889,1
0.777777778,0.555555556,0.004,0,0
0.555555556,0.777777778,0.858,0.777777778,1
0.444444444,0.222222222,0.144,0.888888889,1
0.777777778,0.111111111,0.078666667,1,1
0.222222222,0.888888889,0.082666667,0.777777778,0
0.888888889,0,0.071333333,1,1
1,0,0.88,0.888888889,1
0.222222222,0.111111111,0.024,0.888888889,0
0.555555556,0,0.103333333,0.888888889,1
0.333333333,0.222222222,0.720666667,0.111111111,0
0.111111111,0.444444444,0.484666667,0.888888889,0
0.222222222,0.777777778,0.974,0.666666667,0.5
1,1,0.002666667,0,0
0.555555556,0.555555556,0.674666667,1,1
0.777777778,0.666666667,0.374,0.888888889,1
0.111111111,1,0.55,0,0
0.444444444,0.555555556,0.648666667,0.888888889,1
0.222222222,0.444444444,0.048,0.222222222,0
0.333333333,0.444444444,0.318,0.555555556,0
1,0.777777778,0.022666667,0.444444444,0.5
1,0.777777778,0.810666667,0,0
0.777777778,0,0.657333333,0,0
0.222222222,0,0.512666667,0.333333333,0
0.555555556,0.111111111,0.74,0.666666667,0.5
0.888888889,0.222222222,0.836,0.555555556,0.5
0.444444444,0.333333333,0.678,0.444444444,0.5
0.666666667,0.777777778,0.908,0,0
0.111111111,0.555555556,0.489333333,0.555555556,0
0.555555556,0.333333333,0.458,0.111111111,0
0.888888889,0.333333333,0.004666667,0.222222222,0
0,0.888888889,0.318,0.777777778,0
0.666666667,0,0.44,1,1
0.111111111,1,0.628666667,0.666666667,0.5
0.555555556,1,0.598,0.888888889,1
0.777777778,0.222222222,0.51,0.666666667,0.5
0.777777778,0.222222222,0.423333333,0,0
1,0.333333333,0.002666667,0,0
1,0.777777778,0.927333333,1,1
0,0.555555556,0.916,0.111111111,0
0.666666667,0.555555556,0.972,0.555555556,0.5
0.666666667,1,0.37,0.444444444,0.5
0.333333333,0.222222222,0.780666667,0.111111111,0
0.333333333,0.333333333,0.776666667,0.111111111,0
0.666666667,0,0.894666667,0.222222222,0
0.444444444,0.111111111,0.696,0.111111111,0
0.222222222,0.777777778,0.46,0.111111111,0
0.666666667,0.111111111,0.546666667,0.222222222,0
0.444444444,1,0.370666667,0.777777778,1
0.444444444,0,0.166,1,1
0.777777778,0.777777778,0.742,0.777777778,1
0.222222222,0,0.14,0.111111111,0
0.333333333,0.222222222,0.878666667,0.222222222,0
0.333333333,1,0.424666667,1,1
0.888888889,0.555555556,0.617333333,0.222222222,0
0.111111111,0.888888889,0.014,0.666666667,0
0.777777778,0.222222222,0.023333333,1,1
0.555555556,0.111111111,0.466666667,1,1
0.555555556,0.222222222,0.546666667,0.888888889,1
0,0.222222222,0.558,0.333333333,0
0.444444444,0.111111111,0.785333333,0,0
0.222222222,0.111111111,0.501333333,0.777777778,0
0,0.888888889,0.173333333,0.777777778,0
0,0.777777778,0.702,0.777777778,1
0.111111111,0.444444444,0.058666667,1,0
0.666666667,0.444444444,0.850666667,0.777777778,1
0.444444444,0.666666667,0.478666667,0.888888889,1
0.888888889,0.777777778,0.714666667,0.111111111,0
0.777777778,0.222222222,0.701333333,0,0
1,0.777777778,0.462666667,0.222222222,0
0.444444444,1,0.335333333,0.666666667,0.5
0.888888889,0.222222222,0.939333333,0.222222222,0
0.444444444,0.777777778,0.708,0.777777778,1
0.444444444,0.444444444,0.029333333,0.111111111,0
0.555555556,0.777777778,0.804,0.666666667,0.5
1,0.666666667,0.791333333,0.777777778,1
0.666666667,1,0.224666667,0.333333333,0
0.777777778,0.666666667,0.894,1,1
0.777777778,1,0.503333333,0.222222222,0
0,1,0.562,0.555555556,0.5
0.333333333,0.777777778,0.861333333,1,1
0.777777778,0.111111111,0.364,0.555555556,0.5
0.333333333,0.333333333,0.918,0,0
0.666666667,0.444444444,0.233333333,0.333333333,0
0.444444444,1,0.249333333,0.555555556,0.5
0.888888889,0.777777778,0.84,0.222222222,0
1,0.333333333,0.504666667,0.222222222,0
0.666666667,0.888888889,0.504666667,0.555555556,0.5
0.666666667,0.444444444,0.922,0.888888889,1
0.444444444,0,0.765333333,0,0
0.444444444,0.666666667,0.29,0,0
0.666666667,1,0.724666667,0.222222222,0
0.666666667,1,0.626,0.666666667,0.5
0.333333333,0.111111111,0.142,0.111111111,0
0.555555556,0.888888889,0.13,0.444444444,0.5
0.222222222,0.222222222,0.376,0.666666667,0
0.555555556,0.555555556,0.504,0.555555556,0.5
0.555555556,0.333333333,0.307333333,0.111111111,0
0.555555556,0,0.069333333,0.555555556,0
1,0.111111111,0.196666667,0.888888889,1
1,0.444444444,0.986,0.444444444,0.5
0.555555556,0.333333333,0.872,0.111111111,0
0.666666667,0.333333333,0.032,0.555555556,0
1,0.444444444,0.390666667,0.111111111,0
0.444444444,0.333333333,0.614666667,0,0
0.666666667,0.777777778,0.880666667,0.111111111,0
0.111111111,1,0.710666667,0.777777778,1
0.666666667,1,0.765333333,0.555555556,0.5
0.666666667,0.333333333,0.297333333,0.888888889,1
0.888888889,0.333333333,0.257333333,1,1
0.777777778,1,0.495333333,0.777777778,1
1,0.444444444,0.282666667,0.333333333,0
1,1,0.903333333,0.888888889,1
0.333333333,0.444444444,0.362666667,0.111111111,0
0.555555556,0.666666667,0.905333333,0.777777778,1
0.666666667,0.444444444,0.985333333,0,0
0.777777778,0.444444444,0.070666667,0.888888889,1
0.555555556,0.444444444,0.202666667,0.666666667,0
0,0.777777778,0.822,0.111111111,0
0.111111111,0,0.784,0.444444444,0
0.444444444,0.444444444,0.024,0.444444444,0
0.777777778,1,0.400666667,1,1
0.444444444,0.444444444,0.752666667,0.111111111,0
0,0.222222222,0.534,0.111111111,0
0,0.777777778,0.2,0.666666667,0
0.444444444,0.222222222,0.474666667,0.222222222,0
0.777777778,0.888888889,0.143333333,0.333333333,0
0.777777778,0,0.622666667,0.333333333,0
0.555555556,1,0.657333333,0.555555556,0.5
1,0,0.144666667,0.333333333,0
0.444444444,0.222222222,0.787333333,0.666666667,0.5
0.333333333,0.666666667,0.668,0.888888889,0
0.777777778,0.666666667,0.536666667,0.888888889,1
0.222222222,1,0.456666667,0.555555556,0.5
0,0.666666667,0.786666667,0.666666667,0
0.777777778,0.111111111,0.498666667,0.555555556,0.5
0.333333333,0.333333333,0.628,0.555555556,0
0,0.222222222,0.004666667,1,0
0.111111111,0.222222222,0.358666667,0.888888889,0
0.888888889,1,0.696666667,0.888888889,1
0.333333333,0.666666667,0.892666667,0.333333333,0
0.111111111,0,0.067333333,0.777777778,0
1,0,0.153333333,0.444444444,0.5
0.555555556,0.111111111,0.582,0.888888889,1
0.888888889,0.111111111,0.298666667,0.666666667,0.5
0.444444444,0.777777778,0.208666667,0.777777778,1
0.888888889,0,0.27,0.222222222,0
0.222222222,0.444444444,0.437333333,1,0
0.444444444,0,0.349333333,0.222222222,0
0.111111111,0.111111111,0.346,0.555555556,0
0.888888889,0.444444444,0.280666667,0.444444444,0.5
0,1,0.721333333,0.222222222,0
0.555555556,0.444444444,0.24,0.888888889,1
0.333333333,1,0.929333333,0.888888889,1
0,0.222222222,0.992,0.222222222,0
0.888888889,0.111111111,0.512666667,0.444444444,0.5
0,0.555555556,0.951333333,0.111111111,0
0.666666667,1,0.964666667,0.222222222,0
0.666666667,0.888888889,0.248,0.333333333,0
0.333333333,0.444444444,0.705333333,0.111111111,0
0,0.777777778,0.102666667,0.333333333,0
0.777777778,0.444444444,0.34,0.111111111,0
0.555555556,0.666666667,0.460666667,1,1
0.777777778,0.333333333,0.478666667,0,0
0.333333333,0,0.923333333,0.111111111,0
0.444444444,0.444444444,0.209333333,0.111111111,0
0.333333333,0.111111111,0.084666667,0.888888889,0
0.333333333,0.444444444,0.111333333,0.333333333,0
0.444444444,0,0.705333333,0.111111111,0
1,0.555555556,0.247333333,0.444444444,0.5
0.222222222,1,0.320666667,0.666666667,0
0.666666667,0.777777778,0.954666667,0.555555556,0.5
0.888888889,1,0.680666667,1,1
0.777777778,0.444444444,0.414666667,1,1
0.444444444,0,0.566,0.777777778,1
1,1,0.604,0.111111111,0
0.111111111,0.555555556,0.618666667,1,0
0,0.666666667,0.712,0.333333333,0
0.222222222,0.777777778,0.733333333,0.888888889,1
0.111111111,0.333333333,0.99,0.666666667,0
0.777777778,0.333333333,0.498666667,0.444444444,0.5
0.555555556,0.555555556,0.972666667,0,0
0.222222222,0.111111111,0.616,0.777777778,0
0.111111111,0,0.586666667,0.666666667,0
0.222222222,0.444444444,0.117333333,0,0
1,0.444444444,0.623333333,0.111111111,0
0,0.222222222,0.483333333,0.444444444,0
0,0.111111111,0.345333333,0.111111111,0
0.444444444,1,0.543333333,0.333333333,0
0,0.555555556,0.748666667,0.111111111,0
0.666666667,0.333333333,0.166,0.777777778,1
0.111111111,0.333333333,0.418666667,0.111111111,0
0.888888889,0.555555556,0.068666667,0.888888889,1
0.222222222,0.222222222,0.580666667,0.222222222,0
0.444444444,0.555555556,0.737333333,0,0
0.111111111,0.888888889,0.646,0,0
0.777777778,0.111111111,0.402666667,0.222222222,0
0.666666667,0.777777778,0.834,0.222222222,0
1,0.222222222,0.292666667,0.222222222,0
0.222222222,0.777777778,0.47,0.555555556,0.5
0.666666667,0.555555556,0.48,1,1
0.555555556,0.444444444,0.48,1,1
0.333333333,0.111111111,0.732666667,0.888888889,0
1,0.888888889,0.098666667,1,1
0.666666667,0.888888889,0.978,0.222222222,0
0.777777778,0.333333333,0.17,0.777777778,1
0.222222222,0.111111111,0.416,0.666666667,0
0.555555556,0.444444444,0.524666667,0.777777778,1
0.111111111,0.333333333,0.756666667,1,0
0.444444444,0.888888889,0.806666667,0.666666667,0.5
1,0.888888889,0.485333333,0.444444444,0.5
0.888888889,0.111111111,0.962666667,0.333333333,0
0.555555556,0,0.524666667,0.777777778,1
0.444444444,0.555555556,0.837333333,0.888888889,1
0.444444444,0.333333333,0.772,0.777777778,1
0.222222222,0.888888889,0.706666667,0.444444444,0.5
0.222222222,0.777777778,0.66,1,1
1,0,0.786666667,0.888888889,1
0.555555556,1,0.030666667,0.444444444,0.5
0.222222222,0.333333333,0.666666667,1,0
1,0.888888889,0.454666667,0.777777778,1
0.111111111,0.555555556,0.339333333,1,0
0,0.111111111,0.894666667,1,0
0.111111111,0.555555556,0.782666667,0,0
0.333333333,0.222222222,0.306,0,0
0.222222222,0.111111111,0.176,0.222222222,0
0.333333333,0.888888889,0.076,0.111111111,0
1,0.888888889,0.841333333,0.222222222,0
1,0.888888889,0.264,0,0
1,0.222222222,0.791333333,0.333333333,0
0.111111111,0.333333333,0.620666667,0.333333333,0
1,0.222222222,0.96,0.111111111,0
0.333333333,0.111111111,0.532,0,0
1,0.555555556,0.464,0.666666667,0.5
0.444444444,0,0.053333333,0.777777778,1
0.777777778,0.333333333,0.706,0.777777778,1
0.666666667,0.111111111,0.75,0.777777778,1
0.666666667,0.444444444,0.434666667,1,1
0.333333333,0.444444444,0.728,0,0
0.666666667,0.444444444,0.222666667,0.888888889,1
0.777777778,0.111111111,0.698666667,0.222222222,0
0.888888889,0.666666667,0.802,0.777777778,1
0.333333333,0.555555556,0.592666667,0.222222222,0
1,0.444444444,0.760666667,0.555555556,0.5
0.666666667,0.777777778,0.716666667,0.111111111,0
0.111111111,0.444444444,0.376,0.333333333,0
0.777777778,0.111111111,0.017333333,0.333333333,0
0.666666667,0.888888889,0.410666667,0.222222222,0
0.222222222,0.555555556,0.384,0.555555556,0
0.888888889,0.333333333,0.380666667,1,1
0.333333333,0.111111111,0.096666667,0.555555556,0
0.555555556,0.777777778,0.883333333,0,0
0.666666667,0.888888889,0.206,0.555555556,0.5
0.888888889,0.333333333,0.564666667,1,1
0.222222222,0,0.736,0.111111111,0
1,1,0.947333333,0.777777778,1
0.111111111,1,0.314,0.777777778,0
0.333333333,1,0.351333333,0.222222222,0
0.111111111,0.555555556,0.468,0.555555556,0
0.111111111,0.777777778,0.876,0.888888889,1
0.444444444,0.111111111,0.476666667,0.222222222,0
0.555555556,0.444444444,0.224666667,1,1
0.555555556,0.333333333,0.504666667,0.777777778,1
1,0.222222222,0.895333333,0.666666667,0.5
0.666666667,0.444444444,0.598,0.888888889,1
0.222222222,1,0.792666667,0,0
0.777777778,1,0.334666667,0.222222222,0
0.111111111,0,0.056666667,0,0
0.777777778,0.555555556,0.577333333,0.777777778,1
0.888888889,1,0.456666667,0.777777778,1
0.333333333,0.555555556,0.527333333,0.222222222,0
0.222222222,0.444444444,0.465333333,0.777777778,0
0.222222222,0.222222222,0.981333333,0.777777778,0
0.333333333,0.222222222,0.960666667,0.333333333,0
0.333333333,0.555555556,0.41,0.222222222,0
0.666666667,0.222222222,0.964666667,0.555555556,0.5
0.333333333,0.555555556,0.801333333,0,0
0.222222222,0.111111111,0,0.666666667,0
0.111111111,0.888888889,0.642666667,0.444444444,0.5
0.333333333,0.222222222,0.556666667,0.333333333,0
0.777777778,0.444444444,0.608,0.444444444,0.5
0.888888889,0.777777778,0.514,0.777777778,1
0.222222222,0.333333333,0.372666667,0,0
0.888888889,0.333333333,0.819333333,0.222222222,0
0.777777778,0.444444444,0.301333333,0,0
0.777777778,0.666666667,0.164,0.666666667,0.5
0.666666667,0.111111111,0.860666667,0,0
0,0.777777778,0.31,1,0
0.777777778,0,0.691333333,0.444444444,0.5
0.555555556,0.888888889,0.470666667,0.333333333,0
0.666666667,0.111111111,0.768666667,0.777777778,1
0,0.666666667,0.625333333,0.333333333,0
0.555555556,0,0.025333333,1,1
0.888888889,0.666666667,0.195333333,0.555555556,0.5
0.111111111,0.666666667,0.454666667,0.777777778,0
1,0.777777778,0.296,0.666666667,0.5
0.666666667,0.888888889,0.279333333,0.333333333,0
0.333333333,1,0.474666667,0.555555556,0.5
0.555555556,1,0.422666667,0.333333333,0
1,0.222222222,0.062666667,0.222222222,0
0,0.333333333,0.772666667,0.222222222,0
0.777777778,0.666666667,0.684666667,0.222222222,0
0.222222222,0.555555556,0.126,0.333333333,0
0,0.555555556,0.206666667,0.222222222,0
0.777777778,0.444444444,0.394,0.222222222,0
0.777777778,0,0.888666667,0.111111111,0
0.111111111,0.444444444,0.888666667,0.555555556,0
0.333333333,0.777777778,0.716,0.222222222,0
1,1,0.991333333,0.444444444,0.5
0.777777778,0.444444444,0.811333333,0.444444444,0.5
0.777777778,0.777777778,0.821333333,0.888888889,1
0.555555556,0.555555556,0.72,1,1
0.555555556,1,0.784,0.444444444,0.5
1,0.666666667,0.402666667,0.111111111,0
0.666666667,0.111111111,0.606,0.222222222,0
0.888888889,0.111111111,0.287333333,0.777777778,1
1,0.666666667,0.237333333,0.555555556,0.5
0.111111111,0.666666667,0.540666667,0.333333333,0
0.888888889,0,0.13,0.222222222,0
0.444444444,0.666666667,0.030666667,0.333333333,0
0.666666667,0.222222222,0.337333333,0,0
0.333333333,0.333333333,0.171333333,0.222222222,0
0,0.555555556,0.49,0.111111111,0
0.444444444,0.888888889,0.255333333,0.666666667,0.5
0.222222222,1,0.088,0.888888889,0
0.444444444,0.666666667,0.5,1,1
0.111111111,0.444444444,0.485333333,0.777777778,0
0.222222222,0.666666667,0.114666667,0.222222222,0
0,0,0.231333333,0.222222222,0
0.444444444,1,0.719333333,0.444444444,0.5
0.666666667,0.888888889,0.090666667,0.666666667,0.5
0.555555556,0.333333333,0.120666667,0.555555556,0
0.777777778,0,0.975333333,0.222222222,0
0.222222222,0.333333333,0.290666667,1,0
0.555555556,0.555555556,0.658666667,0.555555556,0.5
0.555555556,0.888888889,0.632666667,0.444444444,0.5
